"parent_PID","stim1_name","stim1_file","stim1_pair","stim1_deact_file","stim1_step2_name","stim1_step2_file","stim1_step2_basket_name","stim1_step2_basket_file","stim2_name","stim2_file","stim2_pair","stim2_deact_file","stim2_step2_name","stim2_step2_file","stim2_step2_basket_name","stim2_step2_basket_file","stim3_name","stim3_file","stim3_pair","stim3_deact_file","stim3_step2_name","stim3_step2_file","stim3_step2_basket_name","stim3_step2_basket_file","stim4_name","stim4_file","stim4_pair","stim4_deact_file","stim4_step2_name","stim4_step2_file","stim4_step2_basket_name","stim4_step2_basket_file","stim5_name","stim5_file","stim5_pair","stim5_deact_file","stim5_step2_name","stim5_step2_file","stim5_step2_basket_name","stim5_step2_basket_file","stim6_name","stim6_file","stim6_pair","stim6_deact_file","stim6_step2_name","stim6_step2_file","stim6_step2_basket_name","stim6_step2_basket_file","stim7_name","stim7_file","stim7_pair","stim7_deact_file","stim7_step2_name","stim7_step2_file","stim7_step2_basket_name","stim7_step2_basket_file","stim8_name","stim8_file","stim8_pair","stim8_deact_file","stim8_step2_name","stim8_step2_file","stim8_step2_basket_name","stim8_step2_basket_file","obs_AC_trials","participant","session","date","expName","psychopyVersion","OS","frameRate","PROLIFIC_PID","STUDY_ID","SESSION_ID","consent_keyresp.keys","consent_keyresp.rt","consent_keyresp.duration","global_instructions1_key.keys","global_instructions1_key.rt","global_instructions1_key.duration","global_instructions2_key.keys","global_instructions2_key.rt","global_instructions2_key.duration","global_instructions3_key.keys","global_instructions3_key.rt","global_instructions3_key.duration","global_instructions4_key.keys","global_instructions4_key.rt","global_instructions4_key.duration","stake_instructions_key.keys","stake_instructions_key.rt","stake_instructions_key.duration","global_instructions5_key.keys","global_instructions5_key.rt","global_instructions5_key.duration","p_fixation_2.started","p_fixation_2.stopped","p_step1_keyresp.keys","p_step1_keyresp.rt","p_step1_keyresp.duration","p_step2_keyresp.keys","p_step2_keyresp.rt","p_step2_keyresp.duration","p_step1_pair_index","p_step1_stimLeft_name","p_step1_stimLeft_pair","p_step1_stimLeft_reward","p_step1_stimLeft_step2Stim","p_step1_stimLeft_step2Basket","p_step1_stimRight_name","p_step1_stimRight_pair","p_step1_stimRight_reward","p_step1_stimRight_step2Stim","p_step1_stimRight_step2Basket","p_points","t_mult","p_fail_step1","p_fail_step2","p_reward_flag","p_step1_choice","p_step2_stim","p_step2_basket","p_score","practice.thisRepN","practice.thisTrialN","practice.thisN","practice.thisIndex","practice.ran","pair_index","p_mult","obs_instructions_1_key.keys","obs_instructions_1_key.rt","obs_instructions_1_key.duration","obs_instructions_2_key.keys","obs_instructions_2_key.rt","obs_instructions_2_key.duration","obs_stim_left","obs_stim_right","obs_step1_key","obs_step1_RT","obs_step2_forest","obs_step2_basket","obs_step2_RT","obs_mult","obs_points","obs_score","obs_AC_flag","obs_AC_step1_flag","obs_AC_step2_flag","obs_AC_mistake_flag","obs_AC_no_answer_flag","obs_AC_step2_no_answer_flag","obs_AC_counter","good_answer","obs_attention_check_fail","obs.thisRepN","obs.thisTrialN","obs.thisN","obs.thisIndex","obs.ran","obs_attention_check_step2_keyresp.keys","obs_attention_check_step1_keyresp.keys","obs_attention_check_step1_keyresp.rt","obs_attention_check_step1_keyresp.duration","obs_attention_check_step2_keyresp.rt","obs_attention_check_step2_keyresp.duration","t_instructions_keyresp.keys","t_instructions_keyresp.rt","t_instructions_keyresp.duration","t_instructions_2_keyresp.keys","t_instructions_2_keyresp.rt","t_instructions_2_keyresp.duration","t_step1_keyresp.keys","t_step1_keyresp.rt","t_step1_keyresp.duration","t_step2_keyresp.keys","t_step2_keyresp.rt","t_step2_keyresp.duration","t_step1_pair_index","t_step1_stimLeft_name","t_step1_stimLeft_pair","t_step1_stimLeft_reward","t_step1_stimLeft_step2Stim","t_step1_stimLeft_step2Basket","t_step1_stimRight_name","t_step1_stimRight_pair","t_step1_stimRight_reward","t_step1_stimRight_step2Stim","t_step1_stimRight_step2Basket","t_points","t_fail_step1","t_fail_step2","t_reward_flag","t_step1_choice","t_step2_stim","t_step2_basket","globa_score","t_data_stimWalk0","t_data_stimWalk1","trials.thisRepN","trials.thisTrialN","trials.thisN","trials.thisIndex","trials.ran","break_key_resp.keys","break_key_resp.rt","break_key_resp.duration","t_recording.started","t_recording.stopped","pl_global_instructions_keyresp.keys","pl_global_instructions_keyresp.rt","pl_global_instructions_keyresp.duration","pl1_instructions1_keyresp.keys","pl1_instructions1_keyresp.rt","pl1_instructions1_keyresp.duration","pl1_instructions2_keyresp.keys","pl1_instructions2_keyresp.rt","pl1_instructions2_keyresp.duration","pl1_instructions3_keyresp.keys","pl1_instructions3_keyresp.rt","pl1_instructions3_keyresp.duration","pl1_instructions4_keyresp.keys","pl1_instructions4_keyresp.rt","pl1_instructions4_keyresp.duration","pl1_task_lickert.response","pl1_task_lickert.rt","pl1_task_confidence_lickert.response","pl1_task_confidence_lickert.rt","pl1_task_keyresp.keys","pl1_task_keyresp.rt","pl1_task_keyresp.duration","pl1_task_stimLeft","pl1_task_stimRight","pl1_loop.thisRepN","pl1_loop.thisTrialN","pl1_loop.thisN","pl1_loop.thisIndex","pl1_loop.ran","stimLeft_index","stimRight_index","pl2_instructions_keyresp.keys","pl2_instructions_keyresp.rt","pl2_instructions_keyresp.duration","pl2_task_lickert.response","pl2_task_lickert.rt","pl2_task_confidence_lickert.response","pl2_task_confidence_lickert.rt","pl2_task_keyresp.keys","pl2_task_keyresp.rt","pl2_task_keyresp.duration","pl2_task_gnome","pl2_task_forest","pl2_task_basket","pl2_loop.thisRepN","pl2_loop.thisTrialN","pl2_loop.thisN","pl2_loop.thisIndex","pl2_loop.ran","gnome_id","forest_id","end_keyresp.keys","end_keyresp.rt","end_keyresp.duration","passed_attention_check_loop.thisRepN","passed_attention_check_loop.thisTrialN","passed_attention_check_loop.thisN","passed_attention_check_loop.thisIndex","passed_attention_check_loop.ran","show_trials.thisRepN","show_trials.thisTrialN","show_trials.thisN","show_trials.thisIndex","show_trials.ran"
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","",531174,1,"2024-10-21_17h36.09.840","experiment","2023.2.3","Win32",59.52380952,"665b4286969eae6d1edc4d21","67161eeb597aecbabe02595a","671681b8945c0bfc7dd30a32","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,,"","","",,,,,,,,,"",,,"",,,"ressources/step1_stim5.png","ressources/step1_stim2.png","s",0.3551,"ressources/step2_background2.png","ressources/step2_stim1.png",0.285,1,8,3273,0,0,0,0,0,0,4,"k",2,49,0,49,0,1,"","",,,,,"",,,"",,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,,,"",,,,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","",531174,1,"2024-10-21_17h36.09.840","experiment","2023.2.3","Win32",59.52380952,"665b4286969eae6d1edc4d21","67161eeb597aecbabe02595a","671681b8945c0bfc7dd30a32","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,,"","","",,,,,,,,,"",,,"",,,"ressources/step1_stim8.png","ressources/step1_stim7.png","k",0.3548,"ressources/step2_background2.png","ressources/step2_stim1.png",0.2734,5,35,3308,0,0,0,0,0,0,4,"k",2,50,0,50,0,1,"","",,,,,"",,,"",,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,,,"",,,,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","",531174,1,"2024-10-21_17h36.09.840","experiment","2023.2.3","Win32",59.52380952,"665b4286969eae6d1edc4d21","67161eeb597aecbabe02595a","671681b8945c0bfc7dd30a32","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,,"","","",,,,,,,,,"",,,"",,,"ressources/step1_stim8.png","ressources/step1_stim7.png","k",0.3568,"ressources/step2_background2.png","ressources/step2_stim1.png",0.537,5,20,3328,0,0,0,0,0,0,4,"k",2,51,0,51,0,1,"","",,,,,"",,,"",,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,,,"",,,,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","",531174,1,"2024-10-21_17h36.09.840","experiment","2023.2.3","Win32",59.52380952,"665b4286969eae6d1edc4d21","67161eeb597aecbabe02595a","671681b8945c0bfc7dd30a32","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,,"","","",,,,,,,,,"",,,"",,,"ressources/step1_stim8.png","ressources/step1_stim7.png","k",0.3087,"ressources/step2_background2.png","ressources/step2_stim1.png",0.3371,5,25,3353,0,0,0,0,0,0,4,"k",2,52,0,52,0,1,"","",,,,,"",,,"",,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,,,"",,,,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","",531174,1,"2024-10-21_17h36.09.840","experiment","2023.2.3","Win32",59.52380952,"665b4286969eae6d1edc4d21","67161eeb597aecbabe02595a","671681b8945c0bfc7dd30a32","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,,"","","",,,,,,,,,"",,,"",,,"ressources/step1_stim7.png","ressources/step1_stim8.png","s",0.2891,"ressources/step2_background2.png","ressources/step2_stim1.png",1.037,1,6,3359,0,0,0,0,0,0,4,"k",2,53,0,53,0,1,"","",,,,,"",,,"",,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,,,"",,,,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","",531174,1,"2024-10-21_17h36.09.840","experiment","2023.2.3","Win32",59.52380952,"665b4286969eae6d1edc4d21","67161eeb597aecbabe02595a","671681b8945c0bfc7dd30a32","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,,"","","",,,,,,,,,"",,,"",,,"ressources/step1_stim3.png","ressources/step1_stim1.png","s",0.2879,"ressources/step2_background1.png","ressources/step2_stim2.png",0.9378,1,2,3361,0,0,0,0,0,0,4,"s",2,54,0,54,0,1,"","",,,,,"",,,"",,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,,,"",,,,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","",531174,1,"2024-10-21_17h36.09.840","experiment","2023.2.3","Win32",59.52380952,"665b4286969eae6d1edc4d21","67161eeb597aecbabe02595a","671681b8945c0bfc7dd30a32","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,,"","","",,,,,,,,,"",,,"",,,"ressources/step1_stim4.png","ressources/step1_stim6.png","k",0.3783,"ressources/step2_background1.png","ressources/step2_stim2.png",0.0405,5,15,3376,1,1,0,0,0,0,5,"k",2,55,0,55,0,1,"","k",2.3413,,,,"",,,"",,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,,,"",,,,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","",531174,1,"2024-10-21_17h36.09.840","experiment","2023.2.3","Win32",59.52380952,"665b4286969eae6d1edc4d21","67161eeb597aecbabe02595a","671681b8945c0bfc7dd30a32","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,,"","","",,,,,,,,,"",,,"",,,"ressources/step1_stim6.png","ressources/step1_stim4.png","k",0.328,"ressources/step2_background2.png","ressources/step2_stim1.png",0.3681,5,15,3391,0,0,0,0,0,0,5,"k",2,56,0,56,0,1,"","",,,,,"",,,"",,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,,,"",,,,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","",531174,1,"2024-10-21_17h36.09.840","experiment","2023.2.3","Win32",59.52380952,"665b4286969eae6d1edc4d21","67161eeb597aecbabe02595a","671681b8945c0bfc7dd30a32","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,,"","","",,,,,,,,,"",,,"",,,"ressources/step1_stim5.png","ressources/step1_stim2.png","k",0.2291,"ressources/step2_background1.png","ressources/step2_stim2.png",0.4757,5,10,3401,1,1,0,0,0,0,6,"k",2,57,0,57,0,1,"","k",2.1585,,,,"",,,"",,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,,,"",,,,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","",531174,1,"2024-10-21_17h36.09.840","experiment","2023.2.3","Win32",59.52380952,"665b4286969eae6d1edc4d21","67161eeb597aecbabe02595a","671681b8945c0bfc7dd30a32","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,,"","","",,,,,,,,,"",,,"",,,"ressources/step1_stim2.png","ressources/step1_stim5.png","s",0.3543,"ressources/step2_background1.png","ressources/step2_stim2.png",0.3706,1,1,3402,0,0,0,0,0,0,6,"s",2,58,0,58,0,1,"","",,,,,"",,,"",,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,,,"",,,,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","",531174,1,"2024-10-21_17h36.09.840","experiment","2023.2.3","Win32",59.52380952,"665b4286969eae6d1edc4d21","67161eeb597aecbabe02595a","671681b8945c0bfc7dd30a32","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,,"","","",,,,,,,,,"",,,"",,,"ressources/step1_stim3.png","ressources/step1_stim1.png","k",0.5269,"ressources/step2_background2.png","ressources/step2_stim1.png",0.3541,5,45,3447,0,0,0,0,0,0,6,"k",2,59,0,59,0,1,"","",,,,,"",,,"",,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,,,"",,,,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","",531174,1,"2024-10-21_17h36.09.840","experiment","2023.2.3","Win32",59.52380952,"665b4286969eae6d1edc4d21","67161eeb597aecbabe02595a","671681b8945c0bfc7dd30a32","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,,"","","",,,,,,,,,"",,,"",,,"ressources/step1_stim5.png","ressources/step1_stim2.png","s",0.3376,"ressources/step2_background2.png","ressources/step2_stim1.png",1.1041,1,7,3454,1,0,1,0,0,0,7,"k",2,60,0,60,0,1,"k","",,,4.254,,"",,,"",,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,,,"",,,,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","",531174,1,"2024-10-21_17h36.09.840","experiment","2023.2.3","Win32",59.52380952,"665b4286969eae6d1edc4d21","67161eeb597aecbabe02595a","671681b8945c0bfc7dd30a32","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,,"","","",,,,,,,,,"",,,"",,,"ressources/step1_stim6.png","ressources/step1_stim4.png","s",0.3383,"ressources/step2_background1.png","ressources/step2_stim2.png",0.6095,1,1,3455,0,0,0,0,0,0,7,"s",2,61,0,61,0,1,"","",,,,,"",,,"",,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,,,"",,,,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","",531174,1,"2024-10-21_17h36.09.840","experiment","2023.2.3","Win32",59.52380952,"665b4286969eae6d1edc4d21","67161eeb597aecbabe02595a","671681b8945c0bfc7dd30a32","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,,"","","",,,,,,,,,"",,,"",,,"ressources/step1_stim5.png","ressources/step1_stim2.png","s",0.2373,"ressources/step2_background2.png","ressources/step2_stim1.png",0.4079,1,6,3461,0,0,0,0,0,0,7,"k",2,62,0,62,0,1,"","",,,,,"",,,"",,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,,,"",,,,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","",531174,1,"2024-10-21_17h36.09.840","experiment","2023.2.3","Win32",59.52380952,"665b4286969eae6d1edc4d21","67161eeb597aecbabe02595a","671681b8945c0bfc7dd30a32","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,,"","","",,,,,,,,,"",,,"",,,"ressources/step1_stim5.png","ressources/step1_stim2.png","s",0.1727,"ressources/step2_background2.png","ressources/step2_stim1.png",0.6286,1,4,3465,0,0,0,0,0,0,7,"s",2,63,0,63,0,1,"","",,,,,"",,,"",,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,,,"",,,,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","",531174,1,"2024-10-21_17h36.09.840","experiment","2023.2.3","Win32",59.52380952,"665b4286969eae6d1edc4d21","67161eeb597aecbabe02595a","671681b8945c0bfc7dd30a32","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,,"","","",,,,,,,,,"",,,"",,,"ressources/step1_stim1.png","ressources/step1_stim3.png","s",0.3714,"ressources/step2_background2.png","ressources/step2_stim1.png",1.004,1,3,3468,1,1,0,0,0,0,8,"s",2,64,0,64,0,1,"","s",2.4112,,,,"",,,"",,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,,,"",,,,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","",531174,1,"2024-10-21_17h36.09.840","experiment","2023.2.3","Win32",59.52380952,"665b4286969eae6d1edc4d21","67161eeb597aecbabe02595a","671681b8945c0bfc7dd30a32","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,,"","","",,,,,,,,,"",,,"",,,"ressources/step1_stim8.png","ressources/step1_stim7.png","k",0.2953,"ressources/step2_background2.png","ressources/step2_stim1.png",0.2807,5,10,3478,0,0,0,0,0,0,8,"k",2,65,0,65,0,1,"","",,,,,"",,,"",,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,,,"",,,,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","",531174,1,"2024-10-21_17h36.09.840","experiment","2023.2.3","Win32",59.52380952,"665b4286969eae6d1edc4d21","67161eeb597aecbabe02595a","671681b8945c0bfc7dd30a32","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,,"","","",,,,,,,,,"",,,"",,,"ressources/step1_stim2.png","ressources/step1_stim5.png","s",0.3043,"ressources/step2_background1.png","ressources/step2_stim2.png",0.3056,5,10,3488,0,0,0,0,0,0,8,"k",2,66,0,66,0,1,"","",,,,,"",,,"",,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,,,"",,,,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","",531174,1,"2024-10-21_17h36.09.840","experiment","2023.2.3","Win32",59.52380952,"665b4286969eae6d1edc4d21","67161eeb597aecbabe02595a","671681b8945c0bfc7dd30a32","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,,"","","",,,,,,,,,"",,,"",,,"ressources/step1_stim7.png","ressources/step1_stim8.png","k",0.3285,"ressources/step2_background1.png","ressources/step2_stim2.png",0.272,5,25,3513,0,0,0,0,0,0,8,"k",2,67,0,67,0,1,"","",,,,,"",,,"",,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,,,"",,,,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","",531174,1,"2024-10-21_17h36.09.840","experiment","2023.2.3","Win32",59.52380952,"665b4286969eae6d1edc4d21","67161eeb597aecbabe02595a","671681b8945c0bfc7dd30a32","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,,"","","",,,,,,,,,"",,,"",,,"ressources/step1_stim3.png","ressources/step1_stim1.png","k",0.3214,"ressources/step2_background2.png","ressources/step2_stim1.png",0.2657,1,2,3515,1,0,1,0,0,0,9,"s",2,68,0,68,0,1,"s","",,,3.7402,,"",,,"",,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,,,"",,,,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","",531174,1,"2024-10-21_17h36.09.840","experiment","2023.2.3","Win32",59.52380952,"665b4286969eae6d1edc4d21","67161eeb597aecbabe02595a","671681b8945c0bfc7dd30a32","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,,"","","",,,,,,,,,"",,,"",,,"ressources/step1_stim6.png","ressources/step1_stim4.png","k",0.3112,"ressources/step2_background2.png","ressources/step2_stim1.png",0.6371,1,1,3516,0,0,0,0,0,0,9,"s",2,69,0,69,0,1,"","",,,,,"",,,"",,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,,,"",,,,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","",531174,1,"2024-10-21_17h36.09.840","experiment","2023.2.3","Win32",59.52380952,"665b4286969eae6d1edc4d21","67161eeb597aecbabe02595a","671681b8945c0bfc7dd30a32","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,,"","","",,,,,,,,,"",,,"",,,"ressources/step1_stim6.png","ressources/step1_stim4.png","s",0.4249,"ressources/step2_background1.png","ressources/step2_stim2.png",0.3245,1,3,3519,0,0,0,0,0,0,9,"s",2,70,0,70,0,1,"","",,,,,"",,,"",,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,,,"",,,,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,,,,,,
