parent_PID,stim1_name,stim1_file,stim1_pair,stim1_deact_file,stim1_step2_name,stim1_step2_file,stim1_step2_basket_name,stim1_step2_basket_file,stim2_name,stim2_file,stim2_pair,stim2_deact_file,stim2_step2_name,stim2_step2_file,stim2_step2_basket_name,stim2_step2_basket_file,stim3_name,stim3_file,stim3_pair,stim3_deact_file,stim3_step2_name,stim3_step2_file,stim3_step2_basket_name,stim3_step2_basket_file,stim4_name,stim4_file,stim4_pair,stim4_deact_file,stim4_step2_name,stim4_step2_file,stim4_step2_basket_name,stim4_step2_basket_file,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,consent_keyresp.keys,consent_keyresp.rt,consent_keyresp.duration,global_instructions1_key.keys,global_instructions1_key.rt,global_instructions1_key.duration,global_instructions2_key.keys,global_instructions2_key.rt,global_instructions2_key.duration,global_instructions3_key.keys,global_instructions3_key.rt,global_instructions3_key.duration,global_instructions4_key.keys,global_instructions4_key.rt,global_instructions4_key.duration,global_instructions5_key.keys,global_instructions5_key.rt,global_instructions5_key.duration,p_fixation_2.started,p_fixation_2.stopped,p_step1_keyresp.keys,p_step1_keyresp.rt,p_step1_keyresp.duration,p_step2_keyresp.keys,p_step2_keyresp.rt,p_step2_keyresp.duration,p_step1_pair_index,p_step1_stimLeft_name,p_step1_stimLeft_pair,p_step1_stimLeft_reward,p_step1_stimLeft_step2Stim,p_step1_stimLeft_step2Basket,p_step1_stimRight_name,p_step1_stimRight_pair,p_step1_stimRight_reward,p_step1_stimRight_step2Stim,p_step1_stimRight_step2Basket,p_points,p_fail_step1,p_fail_step2,p_reward_flag,p_step1_choice,p_step2_stim,p_step2_basket,p_score,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,practice.ran,pair_index,t_instructions_keyresp.keys,t_instructions_keyresp.rt,t_instructions_keyresp.duration,t_advice_reading.started,t_advice_reading.stopped,t_advice_mouse.x,t_advice_mouse.y,t_advice_mouse.leftButton,t_advice_mouse.midButton,t_advice_mouse.rightButton,t_advice_mouse.time,t_advice_mouse.clicked_name,t_instructions_2_keyresp.keys,t_instructions_2_keyresp.rt,t_instructions_2_keyresp.duration,t_start.started,t_start.stopped,t_step1_keyresp.keys,t_step1_keyresp.rt,t_step1_keyresp.duration,t_step2_keyresp.keys,t_step2_keyresp.rt,t_step2_keyresp.duration,t_step1_pair_index,t_step1_stimLeft_name,t_step1_stimLeft_pair,t_step1_stimLeft_reward,t_step1_stimLeft_step2Stim,t_step1_stimLeft_step2Basket,t_step1_stimRight_name,t_step1_stimRight_pair,t_step1_stimRight_reward,t_step1_stimRight_step2Stim,t_step1_stimRight_step2Basket,t_points,t_fail_step1,t_fail_step2,t_reward_flag,t_step1_choice,t_step2_stim,t_step2_basket,globa_score,t_data_stimWalk0,t_data_stimWalk1,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,pl_global_instructions_keyresp.keys,pl_global_instructions_keyresp.rt,pl_global_instructions_keyresp.duration,vb_instructions_keyresp.keys,vb_instructions_keyresp.rt,vb_instructions_keyresp.duration,vb_instructions_2_keyresp.keys,vb_instructions_2_keyresp.rt,vb_instructions_2_keyresp.duration,vb_textbox.text,vb_mouse.x,vb_mouse.y,vb_mouse.leftButton,vb_mouse.midButton,vb_mouse.rightButton,vb_mouse.time,vb_mouse.clicked_name,pl1_instructions1_keyresp.keys,pl1_instructions1_keyresp.rt,pl1_instructions1_keyresp.duration,pl1_instructions2_keyresp.keys,pl1_instructions2_keyresp.rt,pl1_instructions2_keyresp.duration,pl1_instructions3_keyresp.keys,pl1_instructions3_keyresp.rt,pl1_instructions3_keyresp.duration,pl1_instructions4_keyresp.keys,pl1_instructions4_keyresp.rt,pl1_instructions4_keyresp.duration,pl1_task_lickert.response,pl1_task_lickert.rt,pl1_task_confidence_lickert.response,pl1_task_confidence_lickert.rt,pl1_task_keyresp.keys,pl1_task_keyresp.rt,pl1_task_keyresp.duration,pl1_task_stimLeft,pl1_task_stimRight,pl1_loop.thisRepN,pl1_loop.thisTrialN,pl1_loop.thisN,pl1_loop.thisIndex,pl1_loop.ran,stimLeft_index,stimRight_index,pl2_instructions_keyresp.keys,pl2_instructions_keyresp.rt,pl2_instructions_keyresp.duration,pl2_task_lickert.response,pl2_task_lickert.rt,pl2_task_confidence_lickert.response,pl2_task_confidence_lickert.rt,pl2_task_keyresp.keys,pl2_task_keyresp.rt,pl2_task_keyresp.duration,pl2_task_gnome,pl2_task_forest,pl2_task_basket,pl2_loop.thisRepN,pl2_loop.thisTrialN,pl2_loop.thisN,pl2_loop.thisIndex,pl2_loop.ran,gnome_id,forest_id,pl3_instructions_keyresp.keys,pl3_instructions_keyresp.rt,pl3_instructions_keyresp.duration,pl3_task_lickert.response,pl3_task_lickert.rt,pl3_task_keyresp.keys,pl3_task_keyresp.rt,pl3_task_keyresp.duration,pl3_task_confidence_lickert.response,pl3_task_confidence_lickert.rt,pl3_task_stimLeftBg,pl3_task_stimRightBg,pl3_task_stimLeft,pl3_task_stimRight,pl3_loop.thisRepN,pl3_loop.thisTrialN,pl3_loop.thisN,pl3_loop.thisIndex,pl3_loop.ran,pl4_instructions_keyresp.keys,pl4_instructions_keyresp.rt,pl4_instructions_keyresp.duration,pl4_task_lickert.response,pl4_task_lickert.rt,pl4_task_keyresp.keys,pl4_task_keyresp.rt,pl4_task_keyresp.duration,pl4_task_confidence_lickert.response,pl4_task_confidence_lickert.rt,pl4_task_stimLeft,pl4_task_stimRight,pl4_loop.thisRepN,pl4_loop.thisTrialN,pl4_loop.thisN,pl4_loop.thisIndex,pl4_loop.ran,end_keyresp.keys,end_keyresp.rt,end_keyresp.duration,show_trials.thisRepN,show_trials.thisTrialN,show_trials.thisN,show_trials.thisIndex,show_trials.ran
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,692693,001,2024-02-22_20h00.01.728,experiment,2023.2.3,MacIntel,55.55555556,6509eba12bd010aaae8e9c64,65d7a31eda617eb71947213c,65d7a73b26acaf33e4d3617b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,s,0.472,,space,0.511,,2,brown_gnomes,2,6,bright_forest,yellow_basket,red_gnome,2,6,dark_forest,red_basket,6,0,0,1,brown_gnomes,bright_forest,yellow_basket,354,-1,-2,38,1,77,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,692693,001,2024-02-22_20h00.01.728,experiment,2023.2.3,MacIntel,55.55555556,6509eba12bd010aaae8e9c64,65d7a31eda617eb71947213c,65d7a73b26acaf33e4d3617b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,k,0.411,,space,0.318,,2,red_gnome,2,4,dark_forest,red_basket,brown_gnomes,2,5,bright_forest,yellow_basket,5,0,0,1,brown_gnomes,bright_forest,yellow_basket,359,2,0,39,0,78,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,692693,001,2024-02-22_20h00.01.728,experiment,2023.2.3,MacIntel,55.55555556,6509eba12bd010aaae8e9c64,65d7a31eda617eb71947213c,65d7a73b26acaf33e4d3617b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,s,0.556,,space,0.613,,1,purple_gnome,1,4,dark_forest,red_basket,green_gnome,1,7,bright_forest,yellow_basket,4,0,0,1,purple_gnome,dark_forest,red_basket,363,1,3,39,1,79,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,692693,001,2024-02-22_20h00.01.728,experiment,2023.2.3,MacIntel,55.55555556,6509eba12bd010aaae8e9c64,65d7a31eda617eb71947213c,65d7a73b26acaf33e4d3617b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,k,0.477,,space,0.199,,1,green_gnome,1,8,bright_forest,yellow_basket,purple_gnome,1,7,dark_forest,red_basket,7,0,0,1,purple_gnome,dark_forest,red_basket,370,-2,0,40,0,80,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,692693,001,2024-02-22_20h00.01.728,experiment,2023.2.3,MacIntel,55.55555556,6509eba12bd010aaae8e9c64,65d7a31eda617eb71947213c,65d7a73b26acaf33e4d3617b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,s,0.56,,space,0.145,,2,brown_gnomes,2,6,bright_forest,yellow_basket,red_gnome,2,7,dark_forest,red_basket,6,0,0,1,brown_gnomes,bright_forest,yellow_basket,376,0,1,40,1,81,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,692693,001,2024-02-22_20h00.01.728,experiment,2023.2.3,MacIntel,55.55555556,6509eba12bd010aaae8e9c64,65d7a31eda617eb71947213c,65d7a73b26acaf33e4d3617b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,s,0.468,,space,0.257,,2,brown_gnomes,2,6,bright_forest,yellow_basket,red_gnome,2,8,dark_forest,red_basket,6,0,0,1,brown_gnomes,bright_forest,yellow_basket,382,-1,0,41,0,82,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,692693,001,2024-02-22_20h00.01.728,experiment,2023.2.3,MacIntel,55.55555556,6509eba12bd010aaae8e9c64,65d7a31eda617eb71947213c,65d7a73b26acaf33e4d3617b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,s,0.538,,space,0.509,,1,purple_gnome,1,8,dark_forest,red_basket,green_gnome,1,5,bright_forest,yellow_basket,8,0,0,1,purple_gnome,dark_forest,red_basket,390,-1,-5,41,1,83,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,692693,001,2024-02-22_20h00.01.728,experiment,2023.2.3,MacIntel,55.55555556,6509eba12bd010aaae8e9c64,65d7a31eda617eb71947213c,65d7a73b26acaf33e4d3617b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,k,0.522,,space,0.274,,2,red_gnome,2,3,dark_forest,red_basket,brown_gnomes,2,4,bright_forest,yellow_basket,4,0,0,1,brown_gnomes,bright_forest,yellow_basket,394,-3,-2,42,0,84,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,692693,001,2024-02-22_20h00.01.728,experiment,2023.2.3,MacIntel,55.55555556,6509eba12bd010aaae8e9c64,65d7a31eda617eb71947213c,65d7a73b26acaf33e4d3617b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,s,0.638,,space,0.312,,2,brown_gnomes,2,1,bright_forest,yellow_basket,red_gnome,2,1,dark_forest,red_basket,1,0,0,1,brown_gnomes,bright_forest,yellow_basket,395,-1,0,42,1,85,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,692693,001,2024-02-22_20h00.01.728,experiment,2023.2.3,MacIntel,55.55555556,6509eba12bd010aaae8e9c64,65d7a31eda617eb71947213c,65d7a73b26acaf33e4d3617b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,k,0.556,,space,0.343,,2,red_gnome,2,1,dark_forest,red_basket,brown_gnomes,2,0,bright_forest,yellow_basket,0,0,0,1,brown_gnomes,bright_forest,yellow_basket,395,-2,3,43,0,86,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,692693,001,2024-02-22_20h00.01.728,experiment,2023.2.3,MacIntel,55.55555556,6509eba12bd010aaae8e9c64,65d7a31eda617eb71947213c,65d7a73b26acaf33e4d3617b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,s,0.536,,space,0.756,,2,brown_gnomes,2,2,bright_forest,yellow_basket,red_gnome,2,4,dark_forest,red_basket,2,0,0,1,brown_gnomes,bright_forest,yellow_basket,397,0,1,43,1,87,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,692693,001,2024-02-22_20h00.01.728,experiment,2023.2.3,MacIntel,55.55555556,6509eba12bd010aaae8e9c64,65d7a31eda617eb71947213c,65d7a73b26acaf33e4d3617b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,s,0.575,,space,0.941,,1,purple_gnome,1,5,dark_forest,red_basket,green_gnome,1,2,bright_forest,yellow_basket,5,0,0,1,purple_gnome,dark_forest,red_basket,402,-1,-1,44,0,88,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,692693,001,2024-02-22_20h00.01.728,experiment,2023.2.3,MacIntel,55.55555556,6509eba12bd010aaae8e9c64,65d7a31eda617eb71947213c,65d7a73b26acaf33e4d3617b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,k,0.421,,space,0.625,,2,red_gnome,2,4,dark_forest,red_basket,brown_gnomes,2,1,bright_forest,yellow_basket,1,0,0,1,brown_gnomes,bright_forest,yellow_basket,403,1,2,44,1,89,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,692693,001,2024-02-22_20h00.01.728,experiment,2023.2.3,MacIntel,55.55555556,6509eba12bd010aaae8e9c64,65d7a31eda617eb71947213c,65d7a73b26acaf33e4d3617b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,s,0.509,,space,0.628,,2,brown_gnomes,2,2,bright_forest,yellow_basket,red_gnome,2,6,dark_forest,red_basket,2,0,0,1,brown_gnomes,bright_forest,yellow_basket,405,-4,-3,45,0,90,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,692693,001,2024-02-22_20h00.01.728,experiment,2023.2.3,MacIntel,55.55555556,6509eba12bd010aaae8e9c64,65d7a31eda617eb71947213c,65d7a73b26acaf33e4d3617b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,k,0.561,,space,0.662,,1,green_gnome,1,2,bright_forest,yellow_basket,purple_gnome,1,3,dark_forest,red_basket,3,0,0,1,purple_gnome,dark_forest,red_basket,408,-1,0,45,1,91,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,692693,001,2024-02-22_20h00.01.728,experiment,2023.2.3,MacIntel,55.55555556,6509eba12bd010aaae8e9c64,65d7a31eda617eb71947213c,65d7a73b26acaf33e4d3617b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,s,0.506,,space,0.486,,2,brown_gnomes,2,1,bright_forest,yellow_basket,red_gnome,2,3,dark_forest,red_basket,1,0,0,1,brown_gnomes,bright_forest,yellow_basket,409,-3,0,46,0,92,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,692693,001,2024-02-22_20h00.01.728,experiment,2023.2.3,MacIntel,55.55555556,6509eba12bd010aaae8e9c64,65d7a31eda617eb71947213c,65d7a73b26acaf33e4d3617b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,2,red_gnome,2,3,dark_forest,red_basket,brown_gnomes,2,2,bright_forest,yellow_basket,0,1,0,0,,bright_forest,yellow_basket,409,0,3,46,1,93,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,692693,001,2024-02-22_20h00.01.728,experiment,2023.2.3,MacIntel,55.55555556,6509eba12bd010aaae8e9c64,65d7a31eda617eb71947213c,65d7a73b26acaf33e4d3617b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,purple_gnome,1,6,dark_forest,red_basket,green_gnome,1,2,bright_forest,yellow_basket,0,1,0,0,,bright_forest,yellow_basket,409,3,-2,47,0,94,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,692693,001,2024-02-22_20h00.01.728,experiment,2023.2.3,MacIntel,55.55555556,6509eba12bd010aaae8e9c64,65d7a31eda617eb71947213c,65d7a73b26acaf33e4d3617b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,2,red_gnome,2,4,dark_forest,red_basket,brown_gnomes,2,5,bright_forest,yellow_basket,0,1,0,0,,bright_forest,yellow_basket,409,-1,4,47,1,95,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,692693,001,2024-02-22_20h00.01.728,experiment,2023.2.3,MacIntel,55.55555556,6509eba12bd010aaae8e9c64,65d7a31eda617eb71947213c,65d7a73b26acaf33e4d3617b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,purple_gnome,1,8,dark_forest,red_basket,green_gnome,1,4,bright_forest,yellow_basket,0,1,0,0,,bright_forest,yellow_basket,409,1,0,48,0,96,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,692693,001,2024-02-22_20h00.01.728,experiment,2023.2.3,MacIntel,55.55555556,6509eba12bd010aaae8e9c64,65d7a31eda617eb71947213c,65d7a73b26acaf33e4d3617b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,purple_gnome,1,8,dark_forest,red_basket,green_gnome,1,5,bright_forest,yellow_basket,0,1,0,0,,bright_forest,yellow_basket,409,-4,-2,48,1,97,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,692693,001,2024-02-22_20h00.01.728,experiment,2023.2.3,MacIntel,55.55555556,6509eba12bd010aaae8e9c64,65d7a31eda617eb71947213c,65d7a73b26acaf33e4d3617b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,k,1.088,,space,0.697,,1,green_gnome,1,1,bright_forest,yellow_basket,purple_gnome,1,6,dark_forest,red_basket,6,0,0,1,purple_gnome,dark_forest,red_basket,415,0,1,49,0,98,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,692693,001,2024-02-22_20h00.01.728,experiment,2023.2.3,MacIntel,55.55555556,6509eba12bd010aaae8e9c64,65d7a31eda617eb71947213c,65d7a73b26acaf33e4d3617b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,s,0.624,,space,0.877,,2,brown_gnomes,2,1,bright_forest,yellow_basket,red_gnome,2,7,dark_forest,red_basket,1,0,0,1,brown_gnomes,bright_forest,yellow_basket,416,3,1,49,1,99,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,692693,001,2024-02-22_20h00.01.728,experiment,2023.2.3,MacIntel,55.55555556,6509eba12bd010aaae8e9c64,65d7a31eda617eb71947213c,65d7a73b26acaf33e4d3617b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,k,0.528,,space,0.362,,2,red_gnome,2,8,dark_forest,red_basket,brown_gnomes,2,4,bright_forest,yellow_basket,4,0,0,1,brown_gnomes,bright_forest,yellow_basket,420,3,-3,50,0,100,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,692693,001,2024-02-22_20h00.01.728,experiment,2023.2.3,MacIntel,55.55555556,6509eba12bd010aaae8e9c64,65d7a31eda617eb71947213c,65d7a73b26acaf33e4d3617b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,k,0.405,,space,0.323,,2,red_gnome,2,5,dark_forest,red_basket,brown_gnomes,2,7,bright_forest,yellow_basket,7,0,0,1,brown_gnomes,bright_forest,yellow_basket,427,-1,2,50,1,101,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,692693,001,2024-02-22_20h00.01.728,experiment,2023.2.3,MacIntel,55.55555556,6509eba12bd010aaae8e9c64,65d7a31eda617eb71947213c,65d7a73b26acaf33e4d3617b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,s,0.537,,space,0.542,,1,purple_gnome,1,7,dark_forest,red_basket,green_gnome,1,6,bright_forest,yellow_basket,7,0,0,1,purple_gnome,dark_forest,red_basket,434,-2,0,51,0,102,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,692693,001,2024-02-22_20h00.01.728,experiment,2023.2.3,MacIntel,55.55555556,6509eba12bd010aaae8e9c64,65d7a31eda617eb71947213c,65d7a73b26acaf33e4d3617b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,s,0.528,,space,0.643,,1,purple_gnome,1,7,dark_forest,red_basket,green_gnome,1,4,bright_forest,yellow_basket,7,0,0,1,purple_gnome,dark_forest,red_basket,441,0,-2,51,1,103,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
