"parent_PID","stim1_name","stim1_file","stim1_pair","stim1_deact_file","stim1_step2_name","stim1_step2_file","stim1_step2_basket_name","stim1_step2_basket_file","stim2_name","stim2_file","stim2_pair","stim2_deact_file","stim2_step2_name","stim2_step2_file","stim2_step2_basket_name","stim2_step2_basket_file","stim3_name","stim3_file","stim3_pair","stim3_deact_file","stim3_step2_name","stim3_step2_file","stim3_step2_basket_name","stim3_step2_basket_file","stim4_name","stim4_file","stim4_pair","stim4_deact_file","stim4_step2_name","stim4_step2_file","stim4_step2_basket_name","stim4_step2_basket_file","stim5_name","stim5_file","stim5_pair","stim5_deact_file","stim5_step2_name","stim5_step2_file","stim5_step2_basket_name","stim5_step2_basket_file","stim6_name","stim6_file","stim6_pair","stim6_deact_file","stim6_step2_name","stim6_step2_file","stim6_step2_basket_name","stim6_step2_basket_file","stim7_name","stim7_file","stim7_pair","stim7_deact_file","stim7_step2_name","stim7_step2_file","stim7_step2_basket_name","stim7_step2_basket_file","stim8_name","stim8_file","stim8_pair","stim8_deact_file","stim8_step2_name","stim8_step2_file","stim8_step2_basket_name","stim8_step2_basket_file","participant","session","date","expName","psychopyVersion","OS","frameRate","PROLIFIC_PID","STUDY_ID","SESSION_ID","consent_keyresp.keys","consent_keyresp.rt","consent_keyresp.duration","global_instructions1_key.keys","global_instructions1_key.rt","global_instructions1_key.duration","global_instructions2_key.keys","global_instructions2_key.rt","global_instructions2_key.duration","global_instructions3_key.keys","global_instructions3_key.rt","global_instructions3_key.duration","global_instructions4_key.keys","global_instructions4_key.rt","global_instructions4_key.duration","global_instructions5_key.keys","global_instructions5_key.rt","global_instructions5_key.duration","p_fixation_2.started","p_fixation_2.stopped","p_step1_keyresp.keys","p_step1_keyresp.rt","p_step1_keyresp.duration","p_step2_keyresp.keys","p_step2_keyresp.rt","p_step2_keyresp.duration","p_step1_pair_index","p_step1_stimLeft_name","p_step1_stimLeft_pair","p_step1_stimLeft_reward","p_step1_stimLeft_step2Stim","p_step1_stimLeft_step2Basket","p_step1_stimRight_name","p_step1_stimRight_pair","p_step1_stimRight_reward","p_step1_stimRight_step2Stim","p_step1_stimRight_step2Basket","p_points","p_fail_step1","p_fail_step2","p_reward_flag","p_step1_choice","p_step2_stim","p_step2_basket","p_score","practice.thisRepN","practice.thisTrialN","practice.thisN","practice.thisIndex","practice.ran","pair_index","t_instructions_keyresp.keys","t_instructions_keyresp.rt","t_instructions_keyresp.duration","t_advice_reading.started","t_advice_reading.stopped","t_advice_mouse.x","t_advice_mouse.y","t_advice_mouse.leftButton","t_advice_mouse.midButton","t_advice_mouse.rightButton","t_advice_mouse.time","t_advice_mouse.clicked_name","t_advice_summary_textbox.text","t_advice_summary_mouse.x","t_advice_summary_mouse.y","t_advice_summary_mouse.leftButton","t_advice_summary_mouse.midButton","t_advice_summary_mouse.rightButton","t_advice_summary_mouse.time","t_advice_summary_mouse.clicked_name","t_instructions_2_keyresp.keys","t_instructions_2_keyresp.rt","t_instructions_2_keyresp.duration","t_step1_keyresp.keys","t_step1_keyresp.rt","t_step1_keyresp.duration","t_step2_keyresp.keys","t_step2_keyresp.rt","t_step2_keyresp.duration","t_step1_pair_index","t_step1_stimLeft_name","t_step1_stimLeft_pair","t_step1_stimLeft_reward","t_step1_stimLeft_step2Stim","t_step1_stimLeft_step2Basket","t_step1_stimRight_name","t_step1_stimRight_pair","t_step1_stimRight_reward","t_step1_stimRight_step2Stim","t_step1_stimRight_step2Basket","t_points","t_fail_step1","t_fail_step2","t_reward_flag","t_step1_choice","t_step2_stim","t_step2_basket","globa_score","t_data_stimWalk0","t_data_stimWalk1","trials.thisRepN","trials.thisTrialN","trials.thisN","trials.thisIndex","trials.ran","break_key_resp.keys","break_key_resp.rt","break_key_resp.duration","pl_global_instructions_keyresp.keys","pl_global_instructions_keyresp.rt","pl_global_instructions_keyresp.duration","vb_instructions_keyresp.keys","vb_instructions_keyresp.rt","vb_instructions_keyresp.duration","vb_instructions_2_keyresp.keys","vb_instructions_2_keyresp.rt","vb_instructions_2_keyresp.duration","vb_textbox.text","vb_mouse.x","vb_mouse.y","vb_mouse.leftButton","vb_mouse.midButton","vb_mouse.rightButton","vb_mouse.time","vb_mouse.clicked_name","pl1_instructions1_keyresp.keys","pl1_instructions1_keyresp.rt","pl1_instructions1_keyresp.duration","pl1_instructions2_keyresp.keys","pl1_instructions2_keyresp.rt","pl1_instructions2_keyresp.duration","pl1_instructions3_keyresp.keys","pl1_instructions3_keyresp.rt","pl1_instructions3_keyresp.duration","pl1_instructions4_keyresp.keys","pl1_instructions4_keyresp.rt","pl1_instructions4_keyresp.duration","pl1_task_lickert.response","pl1_task_lickert.rt","pl1_task_confidence_lickert.response","pl1_task_confidence_lickert.rt","pl1_task_keyresp.keys","pl1_task_keyresp.rt","pl1_task_keyresp.duration","pl1_task_stimLeft","pl1_task_stimRight","pl1_loop.thisRepN","pl1_loop.thisTrialN","pl1_loop.thisN","pl1_loop.thisIndex","pl1_loop.ran","stimLeft_index","stimRight_index","pl2_instructions_keyresp.keys","pl2_instructions_keyresp.rt","pl2_instructions_keyresp.duration","pl2_task_lickert.response","pl2_task_lickert.rt","pl2_task_confidence_lickert.response","pl2_task_confidence_lickert.rt","pl2_task_keyresp.keys","pl2_task_keyresp.rt","pl2_task_keyresp.duration","pl2_task_gnome","pl2_task_forest","pl2_task_basket","pl2_loop.thisRepN","pl2_loop.thisTrialN","pl2_loop.thisN","pl2_loop.thisIndex","pl2_loop.ran","gnome_id","forest_id","end_keyresp.keys","end_keyresp.rt","end_keyresp.duration","show_trials.thisRepN","show_trials.thisTrialN","show_trials.thisN","show_trials.thisIndex","show_trials.ran"
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",335205,1,"2024-05-06_18h37.39.502","experiment","2023.2.3","Win32",58.13953488,"63d405a83ba700cc5bb12e9c","6638ede3ddbc5fcdff14e9cd","6639154ed87c406a3036de5d","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,1,"",,,,,,,,,,,"","",,,,,,,"","",,,"s",0.6655,,"space",0.3738,,1,"orange_gnome",1,8,"bright_forest","red_basket","brown_gnome",1,1,"dark_forest","yellow_basket",8,0,0,1,"orange_gnome","bright_forest","red_basket",427,-1,-2,19,1,77,0,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",335205,1,"2024-05-06_18h37.39.502","experiment","2023.2.3","Win32",58.13953488,"63d405a83ba700cc5bb12e9c","6638ede3ddbc5fcdff14e9cd","6639154ed87c406a3036de5d","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,3,"",,,,,,,,,,,"","",,,,,,,"","",,,"s",0.6762,,"space",0.3769,,3,"red_gnome",3,7,"bright_forest","red_basket","yellow_gnome",3,1,"dark_forest","yellow_basket",7,0,0,1,"red_gnome","bright_forest","red_basket",434,-3,-1,19,2,78,2,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",335205,1,"2024-05-06_18h37.39.502","experiment","2023.2.3","Win32",58.13953488,"63d405a83ba700cc5bb12e9c","6638ede3ddbc5fcdff14e9cd","6639154ed87c406a3036de5d","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,1,"",,,,,,,,,,,"","",,,,,,,"","",,,"s",0.5293,,"space",0.2641,,1,"brown_gnome",1,0,"dark_forest","yellow_basket","orange_gnome",1,4,"bright_forest","red_basket",0,0,0,1,"brown_gnome","dark_forest","yellow_basket",434,-1,0,19,3,79,0,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",335205,1,"2024-05-06_18h37.39.502","experiment","2023.2.3","Win32",58.13953488,"63d405a83ba700cc5bb12e9c","6638ede3ddbc5fcdff14e9cd","6639154ed87c406a3036de5d","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,3,"",,,,,,,,,,,"","",,,,,,,"","",,,"s",0.6397,,"space",0.3892,,3,"yellow_gnome",3,0,"dark_forest","yellow_basket","red_gnome",3,3,"bright_forest","red_basket",0,0,0,1,"yellow_gnome","dark_forest","yellow_basket",434,4,-3,20,0,80,2,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",335205,1,"2024-05-06_18h37.39.502","experiment","2023.2.3","Win32",58.13953488,"63d405a83ba700cc5bb12e9c","6638ede3ddbc5fcdff14e9cd","6639154ed87c406a3036de5d","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,4,"",,,,,,,,,,,"","",,,,,,,"","",,,"k",0.6456,,"space",0.4595,,4,"blue_gnome",4,7,"bright_forest","red_basket","purple_gnome",4,3,"dark_forest","yellow_basket",3,0,0,1,"purple_gnome","dark_forest","yellow_basket",437,0,-4,20,1,81,3,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",335205,1,"2024-05-06_18h37.39.502","experiment","2023.2.3","Win32",58.13953488,"63d405a83ba700cc5bb12e9c","6638ede3ddbc5fcdff14e9cd","6639154ed87c406a3036de5d","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,4,"",,,,,,,,,,,"","",,,,,,,"","",,,"s",0.7938,,"space",0.3774,,4,"purple_gnome",4,1,"dark_forest","yellow_basket","blue_gnome",4,7,"bright_forest","red_basket",1,0,0,1,"purple_gnome","dark_forest","yellow_basket",438,-1,0,20,2,82,3,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",335205,1,"2024-05-06_18h37.39.502","experiment","2023.2.3","Win32",58.13953488,"63d405a83ba700cc5bb12e9c","6638ede3ddbc5fcdff14e9cd","6639154ed87c406a3036de5d","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,3,"",,,,,,,,,,,"","",,,,,,,"","",,,"k",0.6398,,"space",0.4275,,3,"yellow_gnome",3,1,"dark_forest","yellow_basket","red_gnome",3,6,"bright_forest","red_basket",6,0,0,1,"red_gnome","bright_forest","red_basket",444,2,0,20,3,83,2,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",335205,1,"2024-05-06_18h37.39.502","experiment","2023.2.3","Win32",58.13953488,"63d405a83ba700cc5bb12e9c","6638ede3ddbc5fcdff14e9cd","6639154ed87c406a3036de5d","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,3,"",,,,,,,,,,,"","",,,,,,,"","",,,"k",0.6462,,"space",0.472,,3,"yellow_gnome",3,1,"dark_forest","yellow_basket","red_gnome",3,8,"bright_forest","red_basket",8,0,0,1,"red_gnome","bright_forest","red_basket",452,-1,3,21,0,84,2,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",335205,1,"2024-05-06_18h37.39.502","experiment","2023.2.3","Win32",58.13953488,"63d405a83ba700cc5bb12e9c","6638ede3ddbc5fcdff14e9cd","6639154ed87c406a3036de5d","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,2,"",,,,,,,,,,,"","",,,,,,,"","",,,"k",0.4918,,"space",0.3873,,2,"green_gnome",2,7,"bright_forest","red_basket","pink_gnome",2,4,"dark_forest","yellow_basket",4,0,0,1,"pink_gnome","dark_forest","yellow_basket",456,-1,-2,21,1,85,1,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",335205,1,"2024-05-06_18h37.39.502","experiment","2023.2.3","Win32",58.13953488,"63d405a83ba700cc5bb12e9c","6638ede3ddbc5fcdff14e9cd","6639154ed87c406a3036de5d","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,1,"",,,,,,,,,,,"","",,,,,,,"","",,,"k",0.6633,,"space",0.3744,,1,"orange_gnome",1,6,"bright_forest","red_basket","brown_gnome",1,2,"dark_forest","yellow_basket",2,0,0,1,"brown_gnome","dark_forest","yellow_basket",458,-1,3,21,2,86,0,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",335205,1,"2024-05-06_18h37.39.502","experiment","2023.2.3","Win32",58.13953488,"63d405a83ba700cc5bb12e9c","6638ede3ddbc5fcdff14e9cd","6639154ed87c406a3036de5d","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,2,"",,,,,,,,,,,"","",,,,,,,"","",,,"k",0.4525,,"space",0.3461,,2,"green_gnome",2,5,"bright_forest","red_basket","pink_gnome",2,5,"dark_forest","yellow_basket",5,0,0,1,"pink_gnome","dark_forest","yellow_basket",463,2,4,21,3,87,1,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",335205,1,"2024-05-06_18h37.39.502","experiment","2023.2.3","Win32",58.13953488,"63d405a83ba700cc5bb12e9c","6638ede3ddbc5fcdff14e9cd","6639154ed87c406a3036de5d","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,3,"",,,,,,,,,,,"","",,,,,,,"","",,,"k",0.5473,,"space",0.3447,,3,"yellow_gnome",3,9,"dark_forest","yellow_basket","red_gnome",3,7,"bright_forest","red_basket",7,0,0,1,"red_gnome","bright_forest","red_basket",470,0,4,22,0,88,2,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",335205,1,"2024-05-06_18h37.39.502","experiment","2023.2.3","Win32",58.13953488,"63d405a83ba700cc5bb12e9c","6638ede3ddbc5fcdff14e9cd","6639154ed87c406a3036de5d","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,2,"",,,,,,,,,,,"","",,,,,,,"","",,,"s",0.5109,,"space",0.356,,2,"pink_gnome",2,5,"dark_forest","yellow_basket","green_gnome",2,7,"bright_forest","red_basket",5,0,0,1,"pink_gnome","dark_forest","yellow_basket",475,-3,0,22,1,89,1,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",335205,1,"2024-05-06_18h37.39.502","experiment","2023.2.3","Win32",58.13953488,"63d405a83ba700cc5bb12e9c","6638ede3ddbc5fcdff14e9cd","6639154ed87c406a3036de5d","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,2,"",,,,,,,,,,,"","",,,,,,,"","",,,"s",0.4909,,"space",0.4052,,2,"pink_gnome",2,5,"dark_forest","yellow_basket","green_gnome",2,4,"bright_forest","red_basket",5,0,0,1,"pink_gnome","dark_forest","yellow_basket",480,-4,-3,22,2,90,1,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",335205,1,"2024-05-06_18h37.39.502","experiment","2023.2.3","Win32",58.13953488,"63d405a83ba700cc5bb12e9c","6638ede3ddbc5fcdff14e9cd","6639154ed87c406a3036de5d","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,1,"",,,,,,,,,,,"","",,,,,,,"","",,,"k",0.493,,"space",0.3455,,1,"orange_gnome",1,0,"bright_forest","red_basket","brown_gnome",1,2,"dark_forest","yellow_basket",2,0,0,1,"brown_gnome","dark_forest","yellow_basket",482,1,-3,22,3,91,0,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",335205,1,"2024-05-06_18h37.39.502","experiment","2023.2.3","Win32",58.13953488,"63d405a83ba700cc5bb12e9c","6638ede3ddbc5fcdff14e9cd","6639154ed87c406a3036de5d","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,1,"",,,,,,,,,,,"","",,,,,,,"","",,,"s",0.4436,,"space",0.3255,,1,"brown_gnome",1,1,"dark_forest","yellow_basket","orange_gnome",1,1,"bright_forest","red_basket",1,0,0,1,"brown_gnome","dark_forest","yellow_basket",483,3,2,23,0,92,0,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",335205,1,"2024-05-06_18h37.39.502","experiment","2023.2.3","Win32",58.13953488,"63d405a83ba700cc5bb12e9c","6638ede3ddbc5fcdff14e9cd","6639154ed87c406a3036de5d","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,3,"",,,,,,,,,,,"","",,,,,,,"","",,,"k",0.5233,,"space",0.4085,,3,"yellow_gnome",3,3,"dark_forest","yellow_basket","red_gnome",3,4,"bright_forest","red_basket",4,0,0,1,"red_gnome","bright_forest","red_basket",487,0,1,23,1,93,2,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",335205,1,"2024-05-06_18h37.39.502","experiment","2023.2.3","Win32",58.13953488,"63d405a83ba700cc5bb12e9c","6638ede3ddbc5fcdff14e9cd","6639154ed87c406a3036de5d","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,1,"",,,,,,,,,,,"","",,,,,,,"","",,,"s",0.4562,,"space",0.3257,,1,"brown_gnome",1,4,"dark_forest","yellow_basket","orange_gnome",1,4,"bright_forest","red_basket",4,0,0,1,"brown_gnome","dark_forest","yellow_basket",491,0,2,23,2,94,0,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",335205,1,"2024-05-06_18h37.39.502","experiment","2023.2.3","Win32",58.13953488,"63d405a83ba700cc5bb12e9c","6638ede3ddbc5fcdff14e9cd","6639154ed87c406a3036de5d","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,4,"",,,,,,,,,,,"","",,,,,,,"","",,,"s",0.5805,,"space",0.3064,,4,"purple_gnome",4,6,"dark_forest","yellow_basket","blue_gnome",4,4,"bright_forest","red_basket",6,0,0,1,"purple_gnome","dark_forest","yellow_basket",497,-1,1,23,3,95,3,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",335205,1,"2024-05-06_18h37.39.502","experiment","2023.2.3","Win32",58.13953488,"63d405a83ba700cc5bb12e9c","6638ede3ddbc5fcdff14e9cd","6639154ed87c406a3036de5d","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,4,"",,,,,,,,,,,"","",,,,,,,"","",,,"s",0.4657,,"space",0.5401,,4,"purple_gnome",4,7,"dark_forest","yellow_basket","blue_gnome",4,3,"bright_forest","red_basket",7,0,0,1,"purple_gnome","dark_forest","yellow_basket",504,-5,-2,24,0,96,3,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",335205,1,"2024-05-06_18h37.39.502","experiment","2023.2.3","Win32",58.13953488,"63d405a83ba700cc5bb12e9c","6638ede3ddbc5fcdff14e9cd","6639154ed87c406a3036de5d","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,4,"",,,,,,,,,,,"","",,,,,,,"","",,,"s",0.623,,"space",0.3746,,4,"blue_gnome",4,2,"bright_forest","red_basket","purple_gnome",4,5,"dark_forest","yellow_basket",2,0,0,1,"blue_gnome","bright_forest","red_basket",506,1,-1,24,1,97,3,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",335205,1,"2024-05-06_18h37.39.502","experiment","2023.2.3","Win32",58.13953488,"63d405a83ba700cc5bb12e9c","6638ede3ddbc5fcdff14e9cd","6639154ed87c406a3036de5d","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,3,"",,,,,,,,,,,"","",,,,,,,"","",,,"s",0.7552,,"space",0.3427,,3,"red_gnome",3,3,"bright_forest","red_basket","yellow_gnome",3,4,"dark_forest","yellow_basket",3,0,0,1,"red_gnome","bright_forest","red_basket",509,0,1,24,2,98,2,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",335205,1,"2024-05-06_18h37.39.502","experiment","2023.2.3","Win32",58.13953488,"63d405a83ba700cc5bb12e9c","6638ede3ddbc5fcdff14e9cd","6639154ed87c406a3036de5d","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,4,"",,,,,,,,,,,"","",,,,,,,"","",,,"k",0.5064,,"space",0.2822,,4,"blue_gnome",4,3,"bright_forest","red_basket","purple_gnome",4,5,"dark_forest","yellow_basket",5,0,0,1,"purple_gnome","dark_forest","yellow_basket",514,3,-1,24,3,99,3,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",335205,1,"2024-05-06_18h37.39.502","experiment","2023.2.3","Win32",58.13953488,"63d405a83ba700cc5bb12e9c","6638ede3ddbc5fcdff14e9cd","6639154ed87c406a3036de5d","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,2,"",,,,,,,,,,,"","",,,,,,,"","",,,"s",0.6539,,"space",0.3078,,2,"pink_gnome",2,4,"dark_forest","yellow_basket","green_gnome",2,6,"bright_forest","red_basket",4,0,0,1,"pink_gnome","dark_forest","yellow_basket",518,0,1,25,0,100,1,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
